enc_class	enc_method	exp	kind	class	method	param	index	uri
tui.Driver#$@$#main(java.lang.String[])#$@$#ImageIO.read#$@$#METHOD	javax.imageio.ImageIO	read(java.io.File)	null	null	null
darwInvest.data.Ticker#$@$#normalizeData(int,double)#$@$#which#$@$#PARAMETER	darwInvest.data.Ticker	normalizeData(int,double)	which	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getNews(long,long)#$@$#(news.subMap(firstTime, true, lastTime, true)).values#$@$#METHOD	java.util.SortedMap	values()	null	null	null
darwInvest.data.Ticker#$@$#getNews(long,long)#$@$#news.subMap#$@$#METHOD	java.util.TreeMap	subMap(K,boolean,K,boolean)	null	null	null
darwInvest.data.Ticker#$@$#getNews(long,long)#$@$#news#$@$#FIELD	darwInvest.data.Ticker	null	news	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getNews(long,long)#$@$#firstTime#$@$#PARAMETER	darwInvest.data.Ticker	getNews(long,long)	firstTime	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getNews(long,long)#$@$#lastTime#$@$#PARAMETER	darwInvest.data.Ticker	getNews(long,long)	lastTime	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getNews(long,long)#$@$#list.add#$@$#METHOD	java.util.List	add(E)	null	null	null
darwInvest.data.Ticker#$@$#getFirstTime()#$@$#data.firstKey#$@$#METHOD	java.util.TreeMap	firstKey()	null	null	null
darwInvest.data.Ticker#$@$#getFirstTime()#$@$#data#$@$#FIELD	darwInvest.data.Ticker	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getLastTime()#$@$#data.lastKey#$@$#METHOD	java.util.TreeMap	lastKey()	null	null	null
darwInvest.data.Ticker#$@$#getLastTime()#$@$#data#$@$#FIELD	darwInvest.data.Ticker	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getFirstNews()#$@$#news.firstKey#$@$#METHOD	java.util.TreeMap	firstKey()	null	null	null
darwInvest.data.Ticker#$@$#getFirstNews()#$@$#news#$@$#FIELD	darwInvest.data.Ticker	null	news	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getLastNews()#$@$#news.lastKey#$@$#METHOD	java.util.TreeMap	lastKey()	null	null	null
darwInvest.data.Ticker#$@$#getLastNews()#$@$#news#$@$#FIELD	darwInvest.data.Ticker	null	news	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getTimesBetween(long,long)#$@$#data.subMap(begin, end).keySet#$@$#METHOD	java.util.SortedMap	keySet()	null	null	null
darwInvest.data.Ticker#$@$#getTimesBetween(long,long)#$@$#data.subMap#$@$#METHOD	java.util.TreeMap	subMap(K,K)	null	null	null
darwInvest.data.Ticker#$@$#getTimesBetween(long,long)#$@$#data#$@$#FIELD	darwInvest.data.Ticker	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getTimesBetween(long,long)#$@$#begin#$@$#PARAMETER	darwInvest.data.Ticker	getTimesBetween(long,long)	begin	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getTimesBetween(long,long)#$@$#end#$@$#PARAMETER	darwInvest.data.Ticker	getTimesBetween(long,long)	end	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#ceilingTime(long)#$@$#data.ceilingKey#$@$#METHOD	java.util.TreeMap	ceilingKey(K)	null	null	null
darwInvest.data.Ticker#$@$#ceilingTime(long)#$@$#data#$@$#FIELD	darwInvest.data.Ticker	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#ceilingTime(long)#$@$#time#$@$#PARAMETER	darwInvest.data.Ticker	ceilingTime(long)	time	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#floorTime(long)#$@$#data.floorKey#$@$#METHOD	java.util.TreeMap	floorKey(K)	null	null	null
darwInvest.data.Ticker#$@$#floorTime(long)#$@$#data#$@$#FIELD	darwInvest.data.Ticker	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#floorTime(long)#$@$#time#$@$#PARAMETER	darwInvest.data.Ticker	floorTime(long)	time	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#symbol#$@$#FIELD	darwInvest.data.Ticker	null	symbol	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#google.openStream#$@$#METHOD	java.net.URL	openStream()	null	null	null
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#s.useDelimiter#$@$#METHOD	java.util.Scanner	useDelimiter(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#s.hasNext#$@$#METHOD	java.util.Scanner	hasNext()	null	null	null
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#s.next#$@$#METHOD	java.util.Scanner	next()	null	null	null
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#next.contains#$@$#METHOD	java.lang.String	contains(java.lang.CharSequence)	null	null	null
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#next.substring#$@$#METHOD	java.lang.String	substring(int)	null	null	null
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#extractor.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#extractor.indexOf#$@$#METHOD	java.lang.String	indexOf(int)	null	null	null
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#s.close#$@$#METHOD	java.util.Scanner	close()	null	null	null
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#in.close#$@$#METHOD	java.io.BufferedReader	close()	null	null	null
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#this.googlecompanyid#$@$#FIELD	darwInvest.data.Ticker	null	googlecompanyid	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupGooglecompanyid()#$@$#this#$@$#FIELD	darwInvest.data.Ticker	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#symbol.equals#$@$#METHOD	java.lang.String	equals(java.lang.Object)	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#symbol#$@$#FIELD	darwInvest.data.Ticker	null	symbol	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#companyname#$@$#FIELD	darwInvest.data.Ticker	null	companyname	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#symbol.equals#$@$#METHOD	java.lang.String	equals(java.lang.Object)	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#symbol#$@$#FIELD	darwInvest.data.Ticker	null	symbol	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#companyname#$@$#FIELD	darwInvest.data.Ticker	null	companyname	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#symbol.equals#$@$#METHOD	java.lang.String	equals(java.lang.Object)	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#symbol#$@$#FIELD	darwInvest.data.Ticker	null	symbol	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#companyname#$@$#FIELD	darwInvest.data.Ticker	null	companyname	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#symbol.equals#$@$#METHOD	java.lang.String	equals(java.lang.Object)	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#symbol#$@$#FIELD	darwInvest.data.Ticker	null	symbol	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#companyname#$@$#FIELD	darwInvest.data.Ticker	null	companyname	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#companyname#$@$#FIELD	darwInvest.data.Ticker	null	companyname	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#companyname#$@$#FIELD	darwInvest.data.Ticker	null	companyname	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#symbol#$@$#FIELD	darwInvest.data.Ticker	null	symbol	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#google.openStream#$@$#METHOD	java.net.URL	openStream()	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#s.useDelimiter#$@$#METHOD	java.util.Scanner	useDelimiter(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#s.hasNext#$@$#METHOD	java.util.Scanner	hasNext()	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#s.next#$@$#METHOD	java.util.Scanner	next()	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#next.contains#$@$#METHOD	java.lang.String	contains(java.lang.CharSequence)	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#next.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#next.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#companyname#$@$#FIELD	darwInvest.data.Ticker	null	companyname	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#IncCorpClean#$@$#METHOD	darwInvest.data.Ticker	IncCorpClean(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#extractor.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#extractor.lastIndexOf#$@$#METHOD	java.lang.String	lastIndexOf(int)	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#s.close#$@$#METHOD	java.util.Scanner	close()	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#in.close#$@$#METHOD	java.io.BufferedReader	close()	null	null	null
darwInvest.data.Ticker#$@$#lookupCompanyname()#$@$#companyname#$@$#FIELD	darwInvest.data.Ticker	null	companyname	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#unclean.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#unclean#$@$#PARAMETER	darwInvest.data.Ticker	IncCorpClean(java.lang.String)	unclean	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#unclean.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#unclean#$@$#PARAMETER	darwInvest.data.Ticker	IncCorpClean(java.lang.String)	unclean	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#unclean.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#unclean#$@$#PARAMETER	darwInvest.data.Ticker	IncCorpClean(java.lang.String)	unclean	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#unclean#$@$#PARAMETER	darwInvest.data.Ticker	IncCorpClean(java.lang.String)	unclean	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp2.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp2.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp2.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp3.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp3.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp3.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp4.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp4.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
darwInvest.data.Ticker#$@$#IncCorpClean(java.lang.String)#$@$#temp4.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
darwInvest.data.Ticker#$@$#getCompanyname()#$@$#companyname#$@$#FIELD	darwInvest.data.Ticker	null	companyname	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.Ticker#$@$#getGooglecompanyid()#$@$#googlecompanyid#$@$#FIELD	darwInvest.data.Ticker	null	googlecompanyid	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.data.NewsEvent#$@$#NewsEvent(java.lang.String,java.lang.String,long)#$@$#this.title#$@$#FIELD	darwInvest.data.NewsEvent	null	title	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#NewsEvent(java.lang.String,java.lang.String,long)#$@$#this#$@$#FIELD	darwInvest.data.NewsEvent	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#NewsEvent(java.lang.String,java.lang.String,long)#$@$#title#$@$#PARAMETER	darwInvest.data.NewsEvent	NewsEvent(java.lang.String,java.lang.String,long)	title	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#NewsEvent(java.lang.String,java.lang.String,long)#$@$#this.content#$@$#FIELD	darwInvest.data.NewsEvent	null	content	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#NewsEvent(java.lang.String,java.lang.String,long)#$@$#this#$@$#FIELD	darwInvest.data.NewsEvent	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#NewsEvent(java.lang.String,java.lang.String,long)#$@$#content#$@$#PARAMETER	darwInvest.data.NewsEvent	NewsEvent(java.lang.String,java.lang.String,long)	content	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#NewsEvent(java.lang.String,java.lang.String,long)#$@$#this.date#$@$#FIELD	darwInvest.data.NewsEvent	null	date	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#NewsEvent(java.lang.String,java.lang.String,long)#$@$#this#$@$#FIELD	darwInvest.data.NewsEvent	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#NewsEvent(java.lang.String,java.lang.String,long)#$@$#date#$@$#PARAMETER	darwInvest.data.NewsEvent	NewsEvent(java.lang.String,java.lang.String,long)	date	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#getTitle()#$@$#title#$@$#FIELD	darwInvest.data.NewsEvent	null	title	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#setTitle(java.lang.String)#$@$#this.title#$@$#FIELD	darwInvest.data.NewsEvent	null	title	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#setTitle(java.lang.String)#$@$#this#$@$#FIELD	darwInvest.data.NewsEvent	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#setTitle(java.lang.String)#$@$#title#$@$#PARAMETER	darwInvest.data.NewsEvent	setTitle(java.lang.String)	title	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#getContent()#$@$#content#$@$#FIELD	darwInvest.data.NewsEvent	null	content	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#getContent()#$@$#title#$@$#FIELD	darwInvest.data.NewsEvent	null	title	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#getContent()#$@$#content#$@$#FIELD	darwInvest.data.NewsEvent	null	content	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#setContent(java.lang.String)#$@$#this.content#$@$#FIELD	darwInvest.data.NewsEvent	null	content	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#setContent(java.lang.String)#$@$#this#$@$#FIELD	darwInvest.data.NewsEvent	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#setContent(java.lang.String)#$@$#content#$@$#PARAMETER	darwInvest.data.NewsEvent	setContent(java.lang.String)	content	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#getDate()#$@$#date#$@$#FIELD	darwInvest.data.NewsEvent	null	date	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#setDate(long)#$@$#this.date#$@$#FIELD	darwInvest.data.NewsEvent	null	date	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
darwInvest.data.NewsEvent#$@$#setDate(long)#$@$#this#$@$#FIELD	darwInvest.data.NewsEvent	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/NewsEvent.java
