enc_class	enc_method	exp	kind	class	method	param	index	uri
es.dagaren.gladiator.main.Main#$@$#main(java.lang.String[])#$@$#args.length#$@$#FIELD	Array	null	length	null	null
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbAttacker#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbAttacker	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.BitboardPosition.bbFullConnection#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbFullConnection	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#attackerSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	attackerSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#kingSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	kingSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbAttackerToSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbAttackerToSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#attackerSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	attackerSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbOppositeOccupied#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbOppositeOccupied	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbAttacker#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbAttacker	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#genericPiece#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	genericPiece	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#pieceInSquare[Long.numberOfTrailingZeros(bbAttacker)].genericPiece#$@$#FIELD	es.dagaren.gladiator.representation.Piece	null	genericPiece	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Piece.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#pieceInSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	pieceInSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#Long.numberOfTrailingZeros#$@$#METHOD	java.lang.Long	numberOfTrailingZeros(long)	null	null	null
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbAttacker#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbAttacker	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#genericPiece#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	genericPiece	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.GenericPiece.PAWN#$@$#FIELD	es.dagaren.gladiator.representation.GenericPiece	null	PAWN	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/GenericPiece.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#genericPiece#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	genericPiece	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.GenericPiece.KING#$@$#FIELD	es.dagaren.gladiator.representation.GenericPiece	null	KING	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/GenericPiece.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#isPinned#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	isPinned	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#isPinned#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	isPinned	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#mov#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	mov	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.BitboardPosition.square#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	square	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#attackerSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	attackerSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.BitboardPosition.square#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	square	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#squareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	squareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#pieceInSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	pieceInSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#attackerSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	attackerSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#movesList.add#$@$#METHOD	java.util.List	add(E)	null	null	null
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#movesList#$@$#PARAMETER	es.dagaren.gladiator.representation.BitboardPosition	generarMovements(java.util.List)	movesList	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#mov#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	mov	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbAttackers#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbAttackers	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.BitboardPosition.bbSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#attackerSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	attackerSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbAttacked#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbAttacked	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.BitboardPosition.bbSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#squareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	squareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbAttacked#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbAttacked	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.BitboardPosition.bbExclusiveConnection#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbExclusiveConnection	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#checkSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	checkSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#kingSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	kingSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#turn#$@$#FIELD	es.dagaren.gladiator.representation.AbstractPosition	null	turn	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/AbstractPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.Colour.WHITE#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	WHITE	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#advances1#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	advances1	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbPiecesOccupation#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbPiecesOccupation	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#Piece.WHITE_PAWN.index#$@$#FIELD	es.dagaren.gladiator.representation.Piece	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Piece.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.Piece.WHITE_PAWN#$@$#FIELD	es.dagaren.gladiator.representation.Piece	null	WHITE_PAWN	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Piece.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbOccupation#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbOccupation	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#advances2#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	advances2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#es.dagaren.gladiator.representation.BitboardPosition.bbRank#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbRank	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#advances1#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	advances1	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#generarMovements(java.util.List)#$@$#bbOccupation#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbOccupation	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
