enc_class	enc_method	exp	kind	class	method	param	index	uri
com.strategy.api.interpreter.InterpreterManager#$@$#scheduleInterpreter(java.lang.Thread)#$@$#scheduler.scheduleWithFixedDelay#$@$#METHOD	java.util.concurrent.ScheduledExecutorService	scheduleWithFixedDelay(java.lang.Runnable,long,long,java.util.concurrent.TimeUnit)	null	null	null
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testSamplePredictForkInOneTurn()#$@$#com.strategy.havannah.logic.prediction.PredictionHavannah.class#$@$#FIELD	com.strategy.havannah.logic.prediction.PredictionHavannah	null	class	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/prediction/PredictionHavannah.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testSamplePredictForkInOneTurn()#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.Object)	null	null	null
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testSamplePredictForkInOneTurn()#$@$#java.lang.System.out#$@$#FIELD	java.lang.System	null	out	null	null
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testSamplePredictForkInOneTurn()#$@$#p.doCalculatedTurn#$@$#METHOD	com.strategy.api.logic.prediction.Prediction	doCalculatedTurn(com.strategy.util.StoneColor)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/prediction/Prediction.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testSamplePredictForkInOneTurn()#$@$#Assert.assertEquals#$@$#METHOD	junit.framework.Assert	assertEquals(int,int)	null	null	null
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testSamplePredictForkInOneTurn()#$@$#Assert.assertTrue#$@$#METHOD	junit.framework.Assert	assertTrue(boolean)	null	null	null
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testSamplePredictForkInOneTurn()#$@$#p.isWinBlack#$@$#METHOD	com.strategy.api.logic.prediction.Prediction	isWinBlack()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/prediction/Prediction.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#game.getBytes#$@$#METHOD	java.lang.String	getBytes()	null	null	null
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#BoardHavannah.createInstance#$@$#METHOD	com.strategy.havannah.board.BoardHavannah	createInstance(Array[],int,java.util.List)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/board/BoardHavannah.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#com.strategy.havannah.TestBoardProvider.BOARD_4#$@$#FIELD	com.strategy.havannah.TestBoardProvider	null	BOARD_4	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/TestBoardProvider.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#parser.getBoardSize#$@$#METHOD	com.strategy.util.GameParser	getBoardSize()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/GameParser.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#parser.getTurns#$@$#METHOD	com.strategy.util.GameParser	getTurns()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/GameParser.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#Output.setDebug#$@$#METHOD	com.strategy.util.Output	setDebug(java.lang.Class,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Output.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#com.strategy.havannah.logic.prediction.PredictionHavannah.class#$@$#FIELD	com.strategy.havannah.logic.prediction.PredictionHavannah	null	class	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/prediction/PredictionHavannah.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.Object)	null	null	null
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#java.lang.System.out#$@$#FIELD	java.lang.System	null	out	null	null
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#p.doCalculatedTurn#$@$#METHOD	com.strategy.api.logic.prediction.Prediction	doCalculatedTurn(com.strategy.util.StoneColor)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/prediction/Prediction.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#Assert.assertEquals#$@$#METHOD	junit.framework.Assert	assertEquals(int,int)	null	null	null
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#Assert.assertTrue#$@$#METHOD	junit.framework.Assert	assertTrue(boolean)	null	null	null
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#testHgfPredictForkInOneTurn()#$@$#p.isWinBlack#$@$#METHOD	com.strategy.api.logic.prediction.Prediction	isWinBlack()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/prediction/Prediction.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#doAfter()#$@$#Output.setDebug#$@$#METHOD	com.strategy.util.Output	setDebug(java.lang.Class,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Output.java
com.strategy.havannah.logic.situation.ForkCondidtionCalculatorTest#$@$#doAfter()#$@$#com.strategy.havannah.logic.situation.RingConditionCalculator.class#$@$#FIELD	com.strategy.havannah.logic.situation.RingConditionCalculator	null	class	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/RingConditionCalculator.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#this#$@$#FIELD	com.strategy.havannah.logic.situation.CornerFieldCategory	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board.isValidField#$@$#METHOD	com.strategy.api.board.Board	isValidField(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	board	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p.getSouth#$@$#METHOD	com.strategy.api.logic.Position	getSouth()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board.isValidField#$@$#METHOD	com.strategy.api.board.Board	isValidField(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	board	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p.getSouthWest#$@$#METHOD	com.strategy.api.logic.Position	getSouthWest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board.isValidField#$@$#METHOD	com.strategy.api.board.Board	isValidField(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	board	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p.getNorthWest#$@$#METHOD	com.strategy.api.logic.Position	getNorthWest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board.isValidField#$@$#METHOD	com.strategy.api.board.Board	isValidField(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	board	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p.getNorth#$@$#METHOD	com.strategy.api.logic.Position	getNorth()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board.isValidField#$@$#METHOD	com.strategy.api.board.Board	isValidField(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	board	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p.getNorthEast#$@$#METHOD	com.strategy.api.logic.Position	getNorthEast()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board.isValidField#$@$#METHOD	com.strategy.api.board.Board	isValidField(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	board	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p.getSouthEast#$@$#METHOD	com.strategy.api.logic.Position	getSouthEast()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board.isValidField#$@$#METHOD	com.strategy.api.board.Board	isValidField(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	board	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p.getSouth#$@$#METHOD	com.strategy.api.logic.Position	getSouth()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board.isValidField#$@$#METHOD	com.strategy.api.board.Board	isValidField(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.situation.CornerFieldCategory#$@$#contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)#$@$#board#$@$#PARAMETER	com.strategy.havannah.logic.situation.CornerFieldCategory	contains(com.strategy.api.logic.Position,com.strategy.api.board.Board)	board	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/situation/CornerFieldCategory.java
