enc_class	enc_method	exp	kind	class	method	param	index	uri
Main#$@$#main(java.lang.String[])#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
frontend.NumberedViewFactory$NumberedParagraphView#$@$#getPreviousLineCount()#$@$#parent.getView#$@$#METHOD	javax.swing.text.View	getView(int)	null	null	null
frontend.NumberedViewFactory$NumberedParagraphView#$@$#getPreviousLineCount()#$@$#this#$@$#FIELD	frontend.NumberedViewFactory$NumberedParagraphView	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/NumberedViewFactory.java
frontend.NumberedViewFactory$NumberedParagraphView#$@$#getPreviousLineCount()#$@$#parent.getView(i).getViewCount#$@$#METHOD	javax.swing.text.View	getViewCount()	null	null	null
frontend.NumberedViewFactory$NumberedParagraphView#$@$#getPreviousLineCount()#$@$#parent.getView#$@$#METHOD	javax.swing.text.View	getView(int)	null	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#elem.getName#$@$#METHOD	javax.swing.text.Element	getName()	null	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#elem#$@$#PARAMETER	frontend.NumberedViewFactory	create(javax.swing.text.Element)	elem	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/NumberedViewFactory.java
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#kind.equals#$@$#METHOD	java.lang.String	equals(java.lang.Object)	null	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#javax.swing.text.AbstractDocument.ContentElementName#$@$#FIELD	javax.swing.text.AbstractDocument	null	ContentElementName	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#elem#$@$#PARAMETER	frontend.NumberedViewFactory	create(javax.swing.text.Element)	elem	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/NumberedViewFactory.java
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#kind.equals#$@$#METHOD	java.lang.String	equals(java.lang.Object)	null	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#javax.swing.text.AbstractDocument.ParagraphElementName#$@$#FIELD	javax.swing.text.AbstractDocument	null	ParagraphElementName	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#elem#$@$#PARAMETER	frontend.NumberedViewFactory	create(javax.swing.text.Element)	elem	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/NumberedViewFactory.java
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#kind.equals#$@$#METHOD	java.lang.String	equals(java.lang.Object)	null	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#javax.swing.text.AbstractDocument.SectionElementName#$@$#FIELD	javax.swing.text.AbstractDocument	null	SectionElementName	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#elem#$@$#PARAMETER	frontend.NumberedViewFactory	create(javax.swing.text.Element)	elem	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/NumberedViewFactory.java
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#javax.swing.text.View.Y_AXIS#$@$#FIELD	javax.swing.text.View	null	Y_AXIS	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#kind.equals#$@$#METHOD	java.lang.String	equals(java.lang.Object)	null	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#javax.swing.text.StyleConstants.ComponentElementName#$@$#FIELD	javax.swing.text.StyleConstants	null	ComponentElementName	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#elem#$@$#PARAMETER	frontend.NumberedViewFactory	create(javax.swing.text.Element)	elem	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/NumberedViewFactory.java
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#kind.equals#$@$#METHOD	java.lang.String	equals(java.lang.Object)	null	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#javax.swing.text.StyleConstants.IconElementName#$@$#FIELD	javax.swing.text.StyleConstants	null	IconElementName	null	null
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#elem#$@$#PARAMETER	frontend.NumberedViewFactory	create(javax.swing.text.Element)	elem	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/NumberedViewFactory.java
frontend.NumberedViewFactory#$@$#create(javax.swing.text.Element)#$@$#elem#$@$#PARAMETER	frontend.NumberedViewFactory	create(javax.swing.text.Element)	elem	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/NumberedViewFactory.java
frontend.JumpTable#$@$#JumpTable()#$@$#label#$@$#FIELD	frontend.JumpTable	null	label	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.JumpTable#$@$#JumpTable()#$@$#contain#$@$#FIELD	frontend.JumpTable	null	contain	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.JumpTable#$@$#JumpTable()#$@$#jumpTable#$@$#FIELD	frontend.JumpTable	null	jumpTable	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.JumpTable#$@$#JumpTable()#$@$#frontend.JumpTable.model2#$@$#FIELD	frontend.JumpTable	null	model2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.JumpTable#$@$#JumpTable()#$@$#jumpTable.setModel#$@$#METHOD	javax.swing.JTable	setModel(javax.swing.table.TableModel)	null	null	null
frontend.JumpTable#$@$#JumpTable()#$@$#jumpTable#$@$#FIELD	frontend.JumpTable	null	jumpTable	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.JumpTable#$@$#JumpTable()#$@$#frontend.JumpTable.model2#$@$#FIELD	frontend.JumpTable	null	model2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.JumpTable#$@$#JumpTable()#$@$#contain.setViewportView#$@$#METHOD	javax.swing.JScrollPane	setViewportView(java.awt.Component)	null	null	null
frontend.JumpTable#$@$#JumpTable()#$@$#contain#$@$#FIELD	frontend.JumpTable	null	contain	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.JumpTable#$@$#JumpTable()#$@$#jumpTable#$@$#FIELD	frontend.JumpTable	null	jumpTable	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.JumpTable#$@$#JumpTable()#$@$#add#$@$#METHOD	java.awt.Container	add(java.awt.Component,java.lang.Object)	null	null	null
frontend.JumpTable#$@$#JumpTable()#$@$#contain#$@$#FIELD	frontend.JumpTable	null	contain	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.JumpTable#$@$#JumpTable()#$@$#java.awt.BorderLayout.CENTER#$@$#FIELD	java.awt.BorderLayout	null	CENTER	null	null
frontend.MyTableModel2#$@$#MyTableModel2(Array[],java.lang.Object[])#$@$#tableData#$@$#PARAMETER	frontend.MyTableModel2	MyTableModel2(Array[],java.lang.Object[])	tableData	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.MyTableModel2#$@$#MyTableModel2(Array[],java.lang.Object[])#$@$#colNames#$@$#PARAMETER	frontend.MyTableModel2	MyTableModel2(Array[],java.lang.Object[])	colNames	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.MyTableModel2#$@$#getRowCount()#$@$#super.getRowCount#$@$#METHOD	javax.swing.table.DefaultTableModel	getRowCount()	null	null	null
frontend.MyTableModel2#$@$#getRowCount()#$@$#super#$@$#FIELD	frontend.MyTableModel2	null	super	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/JumpTable.java
frontend.MyHighlighter#$@$#install(javax.swing.text.JTextComponent)#$@$#super.install#$@$#METHOD	javax.swing.text.DefaultHighlighter	install(javax.swing.text.JTextComponent)	null	null	null
frontend.MyHighlighter#$@$#install(javax.swing.text.JTextComponent)#$@$#super#$@$#FIELD	frontend.MyHighlighter	null	super	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#install(javax.swing.text.JTextComponent)#$@$#c#$@$#PARAMETER	frontend.MyHighlighter	install(javax.swing.text.JTextComponent)	c	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#install(javax.swing.text.JTextComponent)#$@$#this.component#$@$#FIELD	frontend.MyHighlighter	null	component	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#install(javax.swing.text.JTextComponent)#$@$#this#$@$#FIELD	frontend.MyHighlighter	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#install(javax.swing.text.JTextComponent)#$@$#c#$@$#PARAMETER	frontend.MyHighlighter	install(javax.swing.text.JTextComponent)	c	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#deinstall(javax.swing.text.JTextComponent)#$@$#super.deinstall#$@$#METHOD	javax.swing.text.DefaultHighlighter	deinstall(javax.swing.text.JTextComponent)	null	null	null
frontend.MyHighlighter#$@$#deinstall(javax.swing.text.JTextComponent)#$@$#super#$@$#FIELD	frontend.MyHighlighter	null	super	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#deinstall(javax.swing.text.JTextComponent)#$@$#c#$@$#PARAMETER	frontend.MyHighlighter	deinstall(javax.swing.text.JTextComponent)	c	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#deinstall(javax.swing.text.JTextComponent)#$@$#this.component#$@$#FIELD	frontend.MyHighlighter	null	component	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#deinstall(javax.swing.text.JTextComponent)#$@$#this#$@$#FIELD	frontend.MyHighlighter	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#getHighlights#$@$#METHOD	javax.swing.text.DefaultHighlighter	getHighlights()	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#highlights.length#$@$#FIELD	Array	null	length	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#info.getClass().getName().indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#info.getClass().getName#$@$#METHOD	java.lang.Class	getName()	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#info.getClass#$@$#METHOD	java.lang.Object	getClass()	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#this.component.getBounds#$@$#METHOD	java.awt.Component	getBounds()	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#this.component#$@$#FIELD	frontend.MyHighlighter	null	component	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#this#$@$#FIELD	frontend.MyHighlighter	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#this.component.getInsets#$@$#METHOD	javax.swing.JComponent	getInsets()	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#this.component#$@$#FIELD	frontend.MyHighlighter	null	component	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#this#$@$#FIELD	frontend.MyHighlighter	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#a.x#$@$#FIELD	java.awt.Rectangle	null	x	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#insets.left#$@$#FIELD	java.awt.Insets	null	left	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#a.y#$@$#FIELD	java.awt.Rectangle	null	y	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#insets.top#$@$#FIELD	java.awt.Insets	null	top	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#a.height#$@$#FIELD	java.awt.Rectangle	null	height	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#insets.top#$@$#FIELD	java.awt.Insets	null	top	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#insets.bottom#$@$#FIELD	java.awt.Insets	null	bottom	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#info.getClass().getName().indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#info.getClass().getName#$@$#METHOD	java.lang.Class	getName()	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#info.getClass#$@$#METHOD	java.lang.Object	getClass()	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#info.getPainter#$@$#METHOD	javax.swing.text.Highlighter$Highlight	getPainter()	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#p.paint#$@$#METHOD	javax.swing.text.Highlighter$HighlightPainter	paint(java.awt.Graphics,int,int,java.awt.Shape,javax.swing.text.JTextComponent)	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#g#$@$#PARAMETER	frontend.MyHighlighter	paint(java.awt.Graphics)	g	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#info.getStartOffset#$@$#METHOD	javax.swing.text.Highlighter$Highlight	getStartOffset()	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#info.getEndOffset#$@$#METHOD	javax.swing.text.Highlighter$Highlight	getEndOffset()	null	null	null
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#this.component#$@$#FIELD	frontend.MyHighlighter	null	component	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.MyHighlighter#$@$#paint(java.awt.Graphics)#$@$#this#$@$#FIELD	frontend.MyHighlighter	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/MyHighlighter.java
frontend.handlers#$@$#handlers()#$@$#frontend.handlers.cyanPainter#$@$#FIELD	frontend.handlers	null	cyanPainter	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.handlers#$@$#handlers()#$@$#java.awt.Color.cyan#$@$#FIELD	java.awt.Color	null	cyan	null	null
frontend.handlers#$@$#handlers()#$@$#frontend.handlers.redpainter#$@$#FIELD	frontend.handlers	null	redpainter	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.handlers#$@$#handlers()#$@$#java.awt.Color.red#$@$#FIELD	java.awt.Color	null	red	null	null
frontend.handlers#$@$#newFile()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#java.awt.Color.BLACK#$@$#FIELD	java.awt.Color	null	BLACK	null	null
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.activepane#$@$#FIELD	frontend.FrontEnd	null	activepane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#scroll.setViewportView#$@$#METHOD	javax.swing.JScrollPane	setViewportView(java.awt.Component)	null	null	null
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.activepane#$@$#FIELD	frontend.FrontEnd	null	activepane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#FrontEnd.activepane.setEditorKit#$@$#METHOD	javax.swing.JEditorPane	setEditorKit(javax.swing.text.EditorKit)	null	null	null
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.activepane#$@$#FIELD	frontend.FrontEnd	null	activepane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#FrontEnd.activepane.setText#$@$#METHOD	javax.swing.JEditorPane	setText(java.lang.String)	null	null	null
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.activepane#$@$#FIELD	frontend.FrontEnd	null	activepane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#FrontEnd.EditorPane.add#$@$#METHOD	javax.swing.JTabbedPane	add(java.lang.String,java.awt.Component)	null	null	null
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.EditorPane#$@$#FIELD	frontend.FrontEnd	null	EditorPane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#num#$@$#FIELD	frontend.handlers	null	num	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.handlers#$@$#newFile()#$@$#FrontEnd.activepane.setHighlighter#$@$#METHOD	javax.swing.text.JTextComponent	setHighlighter(javax.swing.text.Highlighter)	null	null	null
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.activepane#$@$#FIELD	frontend.FrontEnd	null	activepane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#FrontEnd.activepane.setSelectionColor#$@$#METHOD	javax.swing.text.JTextComponent	setSelectionColor(java.awt.Color)	null	null	null
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.activepane#$@$#FIELD	frontend.FrontEnd	null	activepane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#num#$@$#FIELD	frontend.handlers	null	num	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.handlers#$@$#newFile()#$@$#frontend.handlers.countOpened#$@$#FIELD	frontend.handlers	null	countOpened	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.handlers#$@$#newFile()#$@$#FrontEnd.EditorPane.setTabComponentAt#$@$#METHOD	javax.swing.JTabbedPane	setTabComponentAt(int,java.awt.Component)	null	null	null
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.EditorPane#$@$#FIELD	frontend.FrontEnd	null	EditorPane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#frontend.handlers.countOpened#$@$#FIELD	frontend.handlers	null	countOpened	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.EditorPane#$@$#FIELD	frontend.FrontEnd	null	EditorPane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
frontend.handlers#$@$#newFile()#$@$#FrontEnd.EditorPane.setSelectedIndex#$@$#METHOD	javax.swing.JTabbedPane	setSelectedIndex(int)	null	null	null
frontend.handlers#$@$#newFile()#$@$#frontend.FrontEnd.EditorPane#$@$#FIELD	frontend.FrontEnd	null	EditorPane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
