enc_class	enc_method	exp	kind	class	method	param	index	uri
hugo.project.hospital.NeedleDevice#$@$#NeedleDevice(int)#$@$#initialAmount#$@$#PARAMETER	hugo.project.hospital.NeedleDevice	NeedleDevice(int)	initialAmount	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/NeedleDevice.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#target#$@$#PARAMETER	hugo.util.structure.LinkedList	remove(java.lang.Comparable)	target	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#head#$@$#FIELD	hugo.util.structure.LinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#element.rest#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	rest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#size#$@$#FIELD	hugo.util.structure.LinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#size#$@$#METHOD	hugo.util.structure.LinkedList	size()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#element.rest().el1.equals#$@$#METHOD	java.lang.Object	equals(java.lang.Object)	null	null	null
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#element.rest().el1#$@$#FIELD	hugo.util.structure.LinkedList$ListElement	null	el1	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#element.rest#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	rest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#target#$@$#PARAMETER	hugo.util.structure.LinkedList	remove(java.lang.Comparable)	target	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#element.el2#$@$#FIELD	hugo.util.structure.LinkedList$ListElement	null	el2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#element.rest().el2#$@$#FIELD	hugo.util.structure.LinkedList$ListElement	null	el2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#element.rest#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	rest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#size#$@$#FIELD	hugo.util.structure.LinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#remove(java.lang.Comparable)#$@$#element.rest#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	rest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#contains(java.lang.Comparable)#$@$#head#$@$#FIELD	hugo.util.structure.LinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#contains(java.lang.Comparable)#$@$#element.first().equals#$@$#METHOD	java.lang.Object	equals(java.lang.Object)	null	null	null
hugo.util.structure.LinkedList#$@$#contains(java.lang.Comparable)#$@$#element.first#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	first()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#contains(java.lang.Comparable)#$@$#target#$@$#PARAMETER	hugo.util.structure.LinkedList	contains(java.lang.Comparable)	target	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#contains(java.lang.Comparable)#$@$#element.first#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	first()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#contains(java.lang.Comparable)#$@$#element.rest#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	rest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#getFirst()#$@$#head.first#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	first()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#getFirst()#$@$#head#$@$#FIELD	hugo.util.structure.LinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#get(int)#$@$#head#$@$#FIELD	hugo.util.structure.LinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#get(int)#$@$#n#$@$#PARAMETER	hugo.util.structure.LinkedList	get(int)	n	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#get(int)#$@$#d.rest#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	rest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#get(int)#$@$#n#$@$#PARAMETER	hugo.util.structure.LinkedList	get(int)	n	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#get(int)#$@$#d.first#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	first()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#set(int,E)#$@$#head#$@$#FIELD	hugo.util.structure.LinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#set(int,E)#$@$#num#$@$#PARAMETER	hugo.util.structure.LinkedList	set(int,E)	num	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#set(int,E)#$@$#d.rest#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	rest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#set(int,E)#$@$#num#$@$#PARAMETER	hugo.util.structure.LinkedList	set(int,E)	num	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#set(int,E)#$@$#d.el1#$@$#FIELD	hugo.util.structure.LinkedList$ListElement	null	el1	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#set(int,E)#$@$#o#$@$#PARAMETER	hugo.util.structure.LinkedList	set(int,E)	o	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#getLast()#$@$#isEmpty#$@$#METHOD	hugo.util.structure.LinkedList	isEmpty()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#getLast()#$@$#get#$@$#METHOD	hugo.util.structure.LinkedList	get(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#getLast()#$@$#size#$@$#METHOD	hugo.util.structure.LinkedList	size()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#attachToFrontOf(hugo.util.structure.LinkedList)#$@$#leadingLinkedList#$@$#PARAMETER	hugo.util.structure.LinkedList	attachToFrontOf(hugo.util.structure.LinkedList)	leadingLinkedList	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#attachToFrontOf(hugo.util.structure.LinkedList)#$@$#head#$@$#FIELD	hugo.util.structure.LinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#attachToFrontOf(hugo.util.structure.LinkedList)#$@$#element.el2#$@$#FIELD	hugo.util.structure.LinkedList$ListElement	null	el2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#attachToFrontOf(hugo.util.structure.LinkedList)#$@$#element.el2#$@$#FIELD	hugo.util.structure.LinkedList$ListElement	null	el2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#attachToFrontOf(hugo.util.structure.LinkedList)#$@$#element.el2#$@$#FIELD	hugo.util.structure.LinkedList$ListElement	null	el2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#attachToFrontOf(hugo.util.structure.LinkedList)#$@$#leadingLinkedList.head#$@$#FIELD	hugo.util.structure.LinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#attachToFrontOf(hugo.util.structure.LinkedList)#$@$#leadingLinkedList#$@$#PARAMETER	hugo.util.structure.LinkedList	attachToFrontOf(hugo.util.structure.LinkedList)	leadingLinkedList	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#attachToFrontOf(hugo.util.structure.LinkedList)#$@$#size#$@$#FIELD	hugo.util.structure.LinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#attachToFrontOf(hugo.util.structure.LinkedList)#$@$#leadingLinkedList.size#$@$#FIELD	hugo.util.structure.LinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#attachToFrontOf(hugo.util.structure.LinkedList)#$@$#leadingLinkedList#$@$#PARAMETER	hugo.util.structure.LinkedList	attachToFrontOf(hugo.util.structure.LinkedList)	leadingLinkedList	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#size()#$@$#size#$@$#FIELD	hugo.util.structure.LinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#isEmpty()#$@$#size#$@$#FIELD	hugo.util.structure.LinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#toString()#$@$#head#$@$#FIELD	hugo.util.structure.LinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#toString()#$@$#d.first().toString#$@$#METHOD	java.lang.Object	toString()	null	null	null
hugo.util.structure.LinkedList#$@$#toString()#$@$#d.first#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	first()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList#$@$#toString()#$@$#d.rest#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	rest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList$LinkedListIterator#$@$#hasNext()#$@$#el#$@$#FIELD	hugo.util.structure.LinkedList$LinkedListIterator	null	el	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList$LinkedListIterator#$@$#next()#$@$#el.first#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	first()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList$LinkedListIterator#$@$#next()#$@$#el#$@$#FIELD	hugo.util.structure.LinkedList$LinkedListIterator	null	el	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList$LinkedListIterator#$@$#next()#$@$#el#$@$#FIELD	hugo.util.structure.LinkedList$LinkedListIterator	null	el	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList$LinkedListIterator#$@$#next()#$@$#el.rest#$@$#METHOD	hugo.util.structure.LinkedList$ListElement	rest()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.LinkedList$LinkedListIterator#$@$#next()#$@$#el#$@$#FIELD	hugo.util.structure.LinkedList$LinkedListIterator	null	el	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.EdgeGraph$Node#$@$#Node(E)#$@$#this.label#$@$#FIELD	hugo.util.structure.EdgeGraph$Node	null	label	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/EdgeGraph.java
hugo.util.structure.EdgeGraph$Node#$@$#Node(E)#$@$#this#$@$#FIELD	hugo.util.structure.EdgeGraph$Node	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/EdgeGraph.java
hugo.util.structure.EdgeGraph$Node#$@$#Node(E)#$@$#dataE#$@$#PARAMETER	hugo.util.structure.EdgeGraph$Node	Node(E)	dataE	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/EdgeGraph.java
hugo.util.structure.EdgeGraph$Node#$@$#Node(E)#$@$#edges#$@$#FIELD	hugo.util.structure.EdgeGraph$Node	null	edges	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/EdgeGraph.java
hugo.util.structure.EdgeGraph$Node#$@$#Node(E)#$@$#visited#$@$#FIELD	hugo.util.structure.EdgeGraph$Node	null	visited	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/EdgeGraph.java
hugo.util.structure.EdgeGraph$Node#$@$#Node(E)#$@$#previousNode#$@$#FIELD	hugo.util.structure.EdgeGraph$Node	null	previousNode	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/EdgeGraph.java
hugo.util.structure.EdgeGraph$Node#$@$#addEdge(hugo.util.structure.EdgeGraph.Edge)#$@$#edges.addFirst#$@$#METHOD	hugo.util.structure.LinkedList	addFirst(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.EdgeGraph$Node#$@$#addEdge(hugo.util.structure.EdgeGraph.Edge)#$@$#edges#$@$#FIELD	hugo.util.structure.EdgeGraph$Node	null	edges	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/EdgeGraph.java
hugo.util.structure.EdgeGraph$Node#$@$#addEdge(hugo.util.structure.EdgeGraph.Edge)#$@$#edge#$@$#PARAMETER	hugo.util.structure.EdgeGraph$Node	addEdge(hugo.util.structure.EdgeGraph.Edge)	edge	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/EdgeGraph.java
hugo.util.structure.EdgeGraph$Node#$@$#compareTo(hugo.util.structure.EdgeGraph.Node)#$@$#value#$@$#METHOD	java.lang.SuppressWarnings	value()	null	null	null
hugo.util.structure.EdgeGraph$Node#$@$#compareTo(hugo.util.structure.EdgeGraph.Node)#$@$#label.compareTo#$@$#METHOD	java.lang.Comparable	compareTo(T)	null	null	null
